School Code,School Name,Address,City,State Code,Zip Code,Student Growth Rating,Growth Reading Grades Tested Pct ES,Growth Math Grades Tested Pct ES,Student Attainment Rating,Creative School Certification,School Survey Ambitious Instruction,School Survey Effective Leaders,School Survey Collaborative Teachers,School Survey Safety,School Survey Parent Teacher Partnership,School Survey Quality Of Facilities,Student Attendance,Teacher Attendance
3537,ABILENE CHRISTIAN UNIVERSITY,1600 CAMPUS COURT,ABILENE,TX,79699,NO DATA AVAILABLE,25,47,BELOW AVERAGE,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,90.4,93.5
3539,ALVIN COMMUNITY COLLEGE,3110 MUSTANG RD,ALVIN,TX,77511,AVERAGE,78,82,AVERAGE,EXCELLING,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,STRONG,STRONG,95.9,94.5
3540,AMARILLO COLLEGE,2201 SOUTH WASHINGTON,AMARILLO,TX,79109,ABOVE AVERAGE,88,22,AVERAGE,DEVELOPING,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,93.5,94
3541,ANGELO STATE UNIVERSITY,2601 WEST AVENUE N,SAN ANGELO,TX,76909,AVERAGE,93,75,AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.5,95.9
3543,AUSTIN COLLEGE,900 NORTH GRAND,SHERMAN,TX,75090,FAR ABOVE AVERAGE,83,86,BELOW AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,96.2,96.7
3545,BAYLOR UNIVERSITY,PO BOX 97028,WACO,TX,76798,ABOVE AVERAGE,93,77,AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,95.5,94.6
3546,COASTAL BEND COLLEGE,3800 CHARCO ROAD,BEEVILLE,TX,78102,FAR ABOVE AVERAGE,,,BELOW AVERAGE,DEVELOPING,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,91.5,
3549,BLINN COLLEGE,902 COLLEGE AVE,BRENHAM,TX,77833,BELOW AVERAGE,82,68,AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,96.3,94.9
3553,CISCO JUNIOR COLLEGE,101 COLLEGE HEIGHTS,CISCO,TX,76437,ABOVE AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,VERY STRONG,91.9,
3554,CLARENDON COLLEGE,1122 COLLEGE DRIVE,CLARENDON,TX,79226,NO DATA AVAILABLE,71,57,AVERAGE,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,96.4,95.6
3556,COMMONWEALTH INST OF FUNERAL SVC,415 BARREN SPRINGS DRIVE,HOUSTON,TX,77090,ABOVE AVERAGE,88,40,AVERAGE,DEVELOPING,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,93.9,95.5
3557,CONCORDIA UNIVERSITY TEXAS,11400 CONCORDIA UNIVERSITY DRIVE,AUSTIN,TX,78726,ABOVE AVERAGE,82,81,FAR ABOVE AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,96.1,95.1
3558,NORTH CENTRAL TEXAS COLLEGE,1525 W CALIFORNIA STREET,GAINESVILLE,TX,76240,ABOVE AVERAGE,64,48,AVERAGE,INCOMPLETE DATA,WEAK,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,94,
3560,DALLAS BAPTIST UNIVERSITY,3000 MOUNTAIN CREEK PARKWAY,DALLAS,TX,75211,AVERAGE,76,65,AVERAGE,EXCELLING,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,STRONG,NEUTRAL,94.9,94.7
3563,DEL MAR COLLEGE,101 BALDWIN,CORPUS CHRISTI,TX,78404,ABOVE AVERAGE,32,40,BELOW AVERAGE,DEVELOPING,NEUTRAL,STRONG,VERY STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,94.8,93.5
3564,EAST TEXAS BAPTIST UNIVERSITY,1209 NORTH GROVE STREET,MARSHALL,TX,75670,AVERAGE,88,6,BELOW AVERAGE,EMERGING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,94.7,
3565,TEXAS A&M UNIVERSITY - COMMERCE,EAST TEXAS STATION,COMMERCE,TX,75429,ABOVE AVERAGE,52,50,BELOW AVERAGE,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,WEAK,STRONG,95.7,95.5
3568,FRANK PHILLIPS COLLEGE,BOX 5118,BORGER,TX,79008,AVERAGE,68,35,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,95,94.9
3570,GRAYSON COUNTY COLLEGE,6101 GRAYSON DRIVE,DENISON,TX,75020,AVERAGE,76,27,AVERAGE,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,96.2,94.6
3571,HARDIN-SIMMONS UNIVERSITY,BOX 16050,ABILENE,TX,79698,AVERAGE,68,34,ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,95.1,
3572,TRINITY VALLEY COMMUNITY COLLEGE,100 CARDINAL DRIVE,ATHENS,TX,75751,AVERAGE,88,60,BELOW AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,VERY WEAK,NEUTRAL,STRONG,93,95.3
3573,HILL COLLEGE,112 LAMAR DRIVE,HILLSBORO,TX,76645,ABOVE AVERAGE,52,12,ABOVE AVERAGE,EXCELLING,STRONG,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,96.6,93.1
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,1001 BIRDWELL LANE,BIG SPRING,TX,79720,AVERAGE,62,47,AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,96.1,94.2
3575,HOWARD PAYNE UNIVERSITY,1000 FISK AVENUE,BROWNWOOD,TX,76801,AVERAGE,56,28,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,VERY STRONG,NEUTRAL,95.2,95.4
3576,HOUSTON BAPTIST UNIVERSITY,7502 FONDREN ROAD,HOUSTON,TX,77074,AVERAGE,,,AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,NEUTRAL,WEAK,STRONG,93.3,93.6
3577,HUSTON - TILLOTSON UNIVERSITY,900 CHICON,AUSTIN,TX,78702,ABOVE AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,WEAK,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,,
3578,UNIVERSITY OF THE INCARNATE WORD,4301 BROADWAY,SAN ANTONIO,TX,78209,NO DATA AVAILABLE,83,60,ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,VERY STRONG,WEAK,NEUTRAL,95,95
3579,JACKSONVILLE COLLEGE,105 B.J. ALBRITTON DRIVE,JACKSONVILLE,TX,75766,ABOVE AVERAGE,,,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,81.1,94.5
3580,KILGORE COLLEGE,1100 BROADWAY ST,KILGORE,TX,75662,BELOW AVERAGE,,,FAR BELOW AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,WEAK,STRONG,NEUTRAL,87,95.5
3581,LAMAR UNIVERSITY-BEAUMONT,4400 MARTIN LUTHER KING PARKWAY,BEAUMONT,TX,77710,BELOW AVERAGE,92,83,AVERAGE,EXCELLING,NEUTRAL,VERY WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,96.1,93.3
3582,LAREDO COMMUNITY COLLEGE,WEST END WASHINGTON ST,LAREDO,TX,78040,FAR ABOVE AVERAGE,83,73,BELOW AVERAGE,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.5,95.9
3583,LEE COLLEGE,511 S WHITING,BAYTOWN,TX,77520,ABOVE AVERAGE,,,BELOW AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,89.3,94
3584,LETOURNEAU UNIVERSITY,2100 S MOBBERLY AVE POB 7001,LONGVIEW,TX,75607,AVERAGE,70,58,BELOW AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,STRONG,86.4,93.7
3586,LUBBOCK CHRISTIAN UNIVERSITY,5601 19TH STREET,LUBBOCK,TX,79407,ABOVE AVERAGE,64,30,AVERAGE,DEVELOPING,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,95.1,94.9
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,900 COLLEGE STREET,BELTON,TX,76513,AVERAGE,92,95,FAR ABOVE AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,VERY WEAK,95.9,96.2
3590,MCLENNAN COMMUNITY COLLEGE,1400 COLLEGE DRIVE,WACO,TX,76708,FAR ABOVE AVERAGE,,,BELOW AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,88.4,
3591,MCMURRY UNIVERSITY,S 14TH & SAYLES BLVD,ABILENE,TX,79697,BELOW AVERAGE,,,BELOW AVERAGE,EXCELLING,VERY STRONG,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,91.4,
3592,MIDWESTERN STATE UNIVERSITY,3410 TAFT BLVD,WICHITA FALLS,TX,76308,FAR ABOVE AVERAGE,,,FAR BELOW AVERAGE,DEVELOPING,STRONG,STRONG,VERY STRONG,WEAK,STRONG,STRONG,83.1,93
3593,NAVARRO COLLEGE,3200 W 7TH AVE,CORSICANA,TX,75110,BELOW AVERAGE,78,78,AVERAGE,EXCELLING,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,WEAK,NEUTRAL,95.5,94.7
3594,UNIVERSITY OF NORTH TEXAS,1147 UNION CIRCLE,DENTON,TX,76203,ABOVE AVERAGE,,,BELOW AVERAGE,EMERGING,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.4,95.2
3596,ODESSA COLLEGE,201 W UNIVERSITY,ODESSA,TX,79764,BELOW AVERAGE,81,66,AVERAGE,STRONG,NEUTRAL,STRONG,STRONG,VERY WEAK,NEUTRAL,NEUTRAL,95.1,95.5
3598,OUR LADY OF THE LAKE UNIVERSITY,411 SW 24TH STREET,SAN ANTONIO,TX,78207,ABOVE AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,STRONG,STRONG,NEUTRAL,WEAK,NEUTRAL,VERY STRONG,59.4,
3599,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,1201 WEST UNIVERSITY DRIVE,EDINBURG,TX,78539,NO DATA AVAILABLE,,,BELOW AVERAGE,EXCELLING,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,88.9,93.8
3600,PANOLA COLLEGE,1109 WEST PANOLA AVE,CARTHAGE,TX,75633,BELOW AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,94.1,95.5
3601,PARIS JR COLLEGE,2400 CLARKSVILLE,PARIS,TX,75460,AVERAGE,,,NO DATA AVAILABLE,EMERGING,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,NEUTRAL,71.2,
3602,PAUL QUINN COLLEGE,3837 SIMPSON STUART RD,DALLAS,TX,75241,NO DATA AVAILABLE,89,23,AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,95.7
3603,RANGER COLLEGE,COLLEGE CIRCLE,RANGER,TX,76470,AVERAGE,73,65,AVERAGE,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.5,95.1
E00555,ANTIOCH UNIV/SEATTLE,2626 SIXTH AVENUE,SEATTLE,WA,98121,ABOVE AVERAGE,88,68,ABOVE AVERAGE,DEVELOPING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.9,94.3
E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,645 ANDOVER PARK WEST,SEATTLE,WA,98188,ABOVE AVERAGE,95,87,ABOVE AVERAGE,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96,95.4
E01311,EVEREST COLLEGE - EVERETT,906 SE EVERETT MALL PARKWAY,EVERETT,WA,98208,FAR ABOVE AVERAGE,19,5,BELOW AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,STRONG,94.8,94.3
E01312,EVEREST COLLEGE - TACOMA,2156 PACIFIC AVENUE,TACOMA,WA,98402,BELOW AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,91,
E40419,BEAUTY INSTITUTE SCHWARZKOPF PROFESSIONA,1411 RAILROAD AVENUE,BELLINGHAM,WA,98225,AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,100,
G31108,BAKKE GRADUATE UNIVERSITY,1013 EIGHTH AVENUE,SEATTLE,WA,98104,NO DATA AVAILABLE,62,66,ABOVE AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.6,
G32803,SEATTLE INST OF ORIENTAL MEDICINE,916 NE 65TH STREET SUITE B,SEATTLE,WA,98115,AVERAGE,,,AVERAGE,EXCELLING,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,92.6,95.2
G34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG,2501 ELLIOT AVENUE,SEATTLE,WA,98121,ABOVE AVERAGE,91,86,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,95.4,95.3
G41305,PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE,111 UNIVERSITY PARKWAY,YAKIMA,WA,98901,FAR ABOVE AVERAGE,,,FAR ABOVE AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,93.5,96
G41612,PINCHOT UNIVERSITY,220 SECOND AVENUE SOUTH,SEATTLE,WA,98104,FAR ABOVE AVERAGE,79,66,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.9,95.9
3769,BELLEVUE COLLEGE,3000 LANDERHOLM CIRCLE SE,BELLEVUE,WA,98007,ABOVE AVERAGE,90,75,ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,NEUTRAL,STRONG,VERY STRONG,96.1,96
3770,BIG BEND COMMUNITY COLLEGE,7662 CHANUTE ST,MOSES LAKE,WA,98837,FAR ABOVE AVERAGE,,,AVERAGE,INCOMPLETE DATA,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,92.9,
3771,CENTRAL WASHINGTON UNIVERSITY,400 E UNIVERSITY WAY,ELLENSBURG,WA,98926,FAR ABOVE AVERAGE,68,58,BELOW AVERAGE,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NEUTRAL,NEUTRAL,92.2,
3772,CENTRALIA COLLEGE,600 CENTRALIA COLLEGE BOULEVARD,CENTRALIA,WA,98531,AVERAGE,76,69,AVERAGE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.3,95.1
3773,CLARK COLLEGE,1800 EAST MCLOUGHLIN,VANCOUVER,WA,98663,ABOVE AVERAGE,92,10,ABOVE AVERAGE,INCOMPLETE DATA,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,97.3
3774,COLUMBIA BASIN COLLEGE,2600 N 20TH AVENUE,PASCO,WA,99301,ABOVE AVERAGE,,,BELOW AVERAGE,DEVELOPING,VERY STRONG,STRONG,VERY STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,87.6,
3775,EASTERN WASHINGTON UNIVERSITY,102 SUTTON HALL,CHENEY,WA,99004,BELOW AVERAGE,70,75,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,STRONG,WEAK,WEAK,96,95.6
3776,EVERETT COMMUNITY COLLEGE,2000 TOWER STREET,EVERETT,WA,98201,ABOVE AVERAGE,81,34,FAR ABOVE AVERAGE,EXCELLING,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,95,95.8
3777,HERITAGE UNIVERSITY,3240 FORT ROAD,TOPPENISH,WA,98948,AVERAGE,95,48,BELOW AVERAGE,EXCELLING,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,94,93.9
3778,GONZAGA UNIVERSITY,502 EAST BOONE AVENUE,SPOKANE,WA,99258,ABOVE AVERAGE,99,97,AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,96,94
3779,GRAYS HARBOR COLLEGE,1620 EDWARD P. SMITH DR.,ABERDEEN,WA,98520,FAR ABOVE AVERAGE,88,27,BELOW AVERAGE,EXCELLING,STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,94.7,95.6
3780,GREEN RIVER COMMUNITY COLLEGE,12401 SO EAST 320TH STREET,AUBURN,WA,98092,AVERAGE,36,23,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,94.8,96.1
3781,HIGHLINE COMMUNITY COLLEGE,2400 S 240TH ST PO BOX 98000,DES MOINES,WA,98198,BELOW AVERAGE,97,89,BELOW AVERAGE,DEVELOPING,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,95,
3782,LOWER COLUMBIA COLLEGE,1600 MAPLE ST/PO BOX 3010,LONGVIEW,WA,98632,FAR ABOVE AVERAGE,58,72,ABOVE AVERAGE,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,97,
3783,NORTHWEST UNIVERSITY,PO BOX 579,KIRKLAND,WA,98083,ABOVE AVERAGE,88,88,AVERAGE,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.9,
3784,OLYMPIC COLLEGE,1600 CHESTER AVE,BREMERTON,WA,98337,ABOVE AVERAGE,85,75,FAR ABOVE AVERAGE,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,95,94.9
3785,PACIFIC LUTHERAN UNIVERSITY,**,TACOMA,WA,98447,ABOVE AVERAGE,92,68,ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,STRONG,NEUTRAL,STRONG,95.1,94.9
3786,PENINSULA COLLEGE,1502 E LAURIDSEN,PORT ANGELES,WA,98362,ABOVE AVERAGE,83,72,ABOVE AVERAGE,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,93.7
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,1701 BROADWAY,SEATTLE,WA,98122,ABOVE AVERAGE,60,60,AVERAGE,INCOMPLETE DATA,NEUTRAL,WEAK,WEAK,NEUTRAL,WEAK,WEAK,94.9,
3788,SEATTLE PACIFIC UNIVERSITY,3307 THIRD AVE WEST,SEATTLE,WA,98119,AVERAGE,88,57,AVERAGE,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,95.3,94.9
3790,SEATTLE UNIVERSITY,900 BROADWAY,SEATTLE,WA,98122,ABOVE AVERAGE,58,25,AVERAGE,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,WEAK,WEAK,STRONG,95.7,95.2
3791,SHORELINE COMMUNITY COLLEGE,16101 GREENWOOD AVE NORTH,SEATTLE,WA,98133,AVERAGE,86,53,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,94.9
3792,SKAGIT VALLEY COLLEGE,2405 COLLEGE WAY,MOUNT VERNON,WA,98273,ABOVE AVERAGE,78,90,AVERAGE,STRONG,STRONG,NEUTRAL,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.1,94.8
3793,SPOKANE COMMUNITY COLLEGE,1810 NORTH GREEN STREET,SPOKANE,WA,99207,FAR ABOVE AVERAGE,,,FAR BELOW AVERAGE,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,76.8,93
3794,ST MARTIN'S UNIVERSITY,5300 PACIFIC AVE SE,LACEY,WA,98503,FAR BELOW AVERAGE,44,32,AVERAGE,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,94.7,94.5
3796,TACOMA COMMUNITY COLLEGE,6501 S. 19TH ST. BLDG 18,TACOMA,WA,98466,AVERAGE,81,48,AVERAGE,STRONG,VERY STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,95.1,95.3
3797,UNIVERSITY OF PUGET SOUND,1500 NORTH WARNER,TACOMA,WA,98416,ABOVE AVERAGE,,,BELOW AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.4,94.3
3798,UNIVERSITY OF WASHINGTON,3917 UNIVERSITY WAY NE,SEATTLE,WA,98195,AVERAGE,91,97,BELOW AVERAGE,EXCELLING,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,95.9,95.5
3799,WALLA WALLA UNIVERSITY,204 S. COLLEGE AVE,COLLEGE PLACE,WA,99324,FAR ABOVE AVERAGE,50,28,ABOVE AVERAGE,EXCELLING,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,94,94.2
3800,WASHINGTON STATE UNIVERSITY,1 SOUTHEAST STADIUM WAY,PULLMAN,WA,99164,AVERAGE,79,45,AVERAGE,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.6,95.2
3801,WENATCHEE VALLEY COLLEGE,1300 FIFTH ST,WENATCHEE,WA,98801,ABOVE AVERAGE,68,50,AVERAGE,STRONG,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,STRONG,STRONG,95.1,96.5
3802,WESTERN WASHINGTON UNIVERSITY,516 HIGH STREET,BELLINGHAM,WA,98225,AVERAGE,99,50,AVERAGE,INCOMPLETE DATA,STRONG,NEUTRAL,VERY STRONG,WEAK,STRONG,STRONG,95.6,93.6
3803,WHITMAN COLLEGE,345 BOYER,WALLA WALLA,WA,99362,ABOVE AVERAGE,76,58,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,96.1
3804,WHITWORTH UNIVERSITY,300 W. HAWTHORNE BLVD,SPOKANE,WA,99251,ABOVE AVERAGE,88,81,ABOVE AVERAGE,STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,96.1,97
3805,YAKIMA VALLEY COMMUNITY COLLEGE,16TH AVE & NOB HILL BOULEVARD,YAKIMA,WA,98907,ABOVE AVERAGE,95,91,ABOVE AVERAGE,INCOMPLETE DATA,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,95,95.2
5000,PIERCE COLLEGE,9401 FARWEST DRIVE S.W.,LAKEWOOD,WA,98498,FAR ABOVE AVERAGE,83,95,FAR ABOVE AVERAGE,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,96.4,97.1
5001,EDMONDS COMMUNITY COLLEGE,20000 68TH AVE WEST,LYNNWOOD,WA,98036,FAR ABOVE AVERAGE,78,39,AVERAGE,STRONG,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,96.4,93.2
5006,WALLA WALLA COMMUNITY COLLEGE,500 TAUSICK WAY,WALLA WALLA,WA,99362,AVERAGE,62,34,AVERAGE,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95.1,
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,2011 MOTTMAN RD SW,OLYMPIA,WA,98512,NO DATA AVAILABLE,83,81,AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,94.2,95.8
5373,LAKE WASHINGTON TECHNICAL COLLEGE,11605-132 AVENUE NE,KIRKLAND,WA,98034,ABOVE AVERAGE,85,95,FAR ABOVE AVERAGE,DEVELOPING,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,97.2,95.2
8155,EVERGREEN STATE COLLEGE (THE),2700 EVERGREEN PARKWAY NW,OLYMPIA,WA,98505,FAR ABOVE AVERAGE,58,58,ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95,94.9
8443,ITT TECHNICAL INSTITUTE - SEATTLE,12720 GATEWAY DRIVE,SEATTLE,WA,98168,AVERAGE,91,78,BELOW AVERAGE,STRONG,STRONG,STRONG,STRONG,VERY WEAK,STRONG,NEUTRAL,92.7,
9387,PERRY TECHNICAL INSTITUTE,2011 W WASHINGTON AVE,YAKIMA,WA,98903,ABOVE AVERAGE,,,NO DATA AVAILABLE,DEVELOPING,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,72.2,
9544,SPOKANE FALLS COMMUNITY COLLEGE,3410 W. FT.G.WRIGHT DR MS 3172,SPOKANE,WA,99224,NO DATA AVAILABLE,96,83,AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.6,94.4
9704,NORTH SEATTLE COMMUNITY COLLEGE,9600 COLLEGE WAY NORTH,SEATTLE,WA,98103,FAR ABOVE AVERAGE,94,86,BELOW AVERAGE,INCOMPLETE DATA,VERY STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,93.1,95.4
